icao,iata,nombre,ciudad,pais,tipo,lat,lon
SS7N,,Fazenda Aliança Airport,Baixa Grande do Ribeiro,BR,small_airport,-8.244556,-44.986467
SS7O,,Fazenda Paulista Airport,Ouro Verde,BR,small_airport,-21.582802,-51.709149
SS7P,,PRG 1 Airstrip,Mateiros,BR,small_airport,-10.398507,-46.037832
SS7Q,,Fazenda Guara-Garganta Airport,Formosa do Rio Preto,BR,small_airport,-11.181777,-46.438773
SS7S,,Fazenda Boa Esperança Airport,Salto do Céu,BR,small_airport,-15.094922,-57.714973
SS7T,,Fazenda Eldorado Airstrip,Nova Xavantina,BR,small_airport,-14.702317,-52.117747
SS7U,,Fazenda Palmeiras Airstrip,Parecis,BR,small_airport,-12.070661,-61.204347
SS7V,,Fazenda Sagarana I Airstrip,Correntina,BR,small_airport,-13.773683,-46.197289
SS7Y,,Fazenda Piratini Airport,Dom Aquino,BR,small_airport,-15.497105,-54.583738
SS7Z,,Fazenda Paraiso Arpa Airport,Dueré,BR,small_airport,-11.298736,-49.63974
SS82,,Carará Airport,Almeirim,BR,small_airport,-0.075011,-53.11976
SS83,,Fazenda Cochilo Airport,Buritizeiro,BR,small_airport,-17.118721,-45.421015
SS86,,Fazenda Rio de Janeiro Airstrip,Barreiras,BR,small_airport,-11.936836,-46.085154
SS87,,Fazenda Alexandria Airport,Porto Velho,BR,small_airport,-9.014992,-63.977247
SS88,,Fazenda Caravelas Airsrtip,Buritizeiro,BR,small_airport,-17.657616,-45.052576
SS89,,Fazenda São Vicente Airport,Corumbá,BR,small_airport,-18.746586,-56.358164
SS8A,,Fazenda Fênix Airstrip,Rio Verde de Mato Grosso,BR,small_airport,-18.960108,-54.798939
SS8E,,Fazenda Chibata Airport,Britânia,BR,small_airport,-15.420926,-51.093533
SS8F,,Fazenda Santa Maria Airport,Sorriso,BR,small_airport,-12.901194,-55.928706
SS8G,,Fazenda Carisma Airstrip,Poconé,BR,small_airport,-16.105775,-56.608795
SS8I,,Pelisão Airport,Santa Rita do Trivelato,BR,small_airport,-13.914234,-55.252054
SS8L,,Fazenda Tupancy Airstrip,Rio Verde de Mato Grosso,BR,small_airport,-18.513139,-55.153003
SS8M,,Aero Agrícola Norte Sul Airport,Colniza,BR,small_airport,-9.42744,-59.247585
SS8N,,Fazenda São Lourenço Airport,Alto Garças,BR,small_airport,-16.998234,-53.460652
SS8R,,Fazenda Passo do Lobo Airport,Nova Mutum,BR,small_airport,-13.775646,-56.145022
SS8S,,Agropecuária BIM - Fazenda Cristalina Airport,Guiratinga,BR,small_airport,-16.263142,-53.397239
SS8T,,Fazenda Paiabanha Airstrip,Monte do Carmo,BR,small_airport,-10.350053,-47.958014
SS8V,,Colina Aerosports Association Airport,Campo Mourão,BR,small_airport,-24.02816,-52.413006
SS8X,,Diplomata Airstrip,Uberaba,BR,small_airport,-19.402583,-48.057722
SS8Y,,Rancho Leoncini Airstrip,Nova Xavantina,BR,small_airport,-14.675165,-52.384888
SS8Z,,Grupo Carreira Airport,Caiapônia,BR,small_airport,-17.24745,-51.35928
SS93,,Rio Formoso Airport,Formoso do Araguaia,BR,small_airport,-12.013642,-49.684296
SS96,,Fazenda Conquista Airstrip,Limeira do Oeste,BR,small_airport,-19.574419,-50.555503
SS97,,Fazenda Sinopema Airstrip,Tabaporã,BR,small_airport,-11.446719,-56.453747
SS99,,Fazenda Veronezi Airport,Grão Pará,BR,small_airport,-28.144761,-49.284758
SS9A,,Fazenda Horizontina Leste Auxiliary Airstrip,Tasso Fragoso,BR,small_airport,-7.869755,-45.736574
SS9B,,Fazenda Petróleo Airport,Confresa,BR,small_airport,-10.36332,-51.527039
SS9C,,Brejo do Caipira Airport,Guatapará,BR,small_airport,-21.550775,-47.977305
SS9D,,Fazenda Dona Irilde Airport,Lucas do Rio Verde,BR,small_airport,-12.740089,-56.207315
SS9H,,Fazenda Matos Airstrip,Jaraguari,BR,small_airport,-20.077397,-54.1925
SS9J,,Fazenda Três Fronteiras Airstrip,Colniza,BR,small_airport,-9.124292,-61.199772
SS9N,,MM Airport,Lagoa da Confusão,BR,small_airport,-10.767978,-49.64021
SS9O,,Rio Sauípe Aeropark,Itanagra,BR,small_airport,-12.30665,-38.012636
SS9P,,Grupo Golin Agro Airport,Canto do Buriti,BR,small_airport,-8.116992,-43.139831
SS9Q,,Aerofrásio Airport,Parelhas,BR,small_airport,-6.704161,-36.681427
SS9R,,Fazenda Triangulo Formoso Airstrip,Buritizeiro,BR,small_airport,-17.425672,-44.989472
SS9S,,Fazenda São Francisco Airport,Monte do Carmo,BR,small_airport,-11.103033,-48.033319
SS9T,,Teboa  Airstrip,Rio Brilhante,BR,small_airport,-21.484444,-54.963056
SS9V,,Agroesser Airport,Divinópolis do Tocantins,BR,small_airport,-9.890994,-49.17795
SS9W,,Retiro Pouso Alto Fazenda Cruz Alta Airstrip,Corumbá,BR,small_airport,-19.016572,-55.81579
SS9Z,,Fazenda Silmar Airstrip,Vila Bela da Santíssima Trindade,BR,small_airport,-16.225,-60.08916
SSA0,,Fazenda Castelo Airstrip,Porto Velho,BR,small_airport,-8.734705,-63.754952
SSA3,,Fazenda Mainau Airstrip,Jeremoabo,BR,small_airport,-9.943083,-38.520339
SSA4,,Fazenda Angelim Airport,Baixa Grande do Ribeiro,BR,small_airport,-8.981254,-45.424206
SSA6,,Rincão Porã Airport,Diamantino,BR,small_airport,-13.743406,-57.347983
SSA7,,Fazenda Sete Airport,Jaborandi,BR,small_airport,-14.134705,-45.420552
SSA8,,Fazenda Olho d'Água Airport,São Domingos,BR,small_airport,-13.6382,-46.720928
SSA9,,Fazenda Lagoa Airport,Barreiras,BR,small_airport,-11.8284,-45.8292
SSAB,,Moisés Lupion Airport,Ibaiti,BR,small_airport,-23.762199,-50.263
SSAD,,Fazenda Ribeirão Airport,Chapadão do Sul,BR,small_airport,-18.764,-52.917599
SSAE,,Arroio Grande Airport,Arroio Grande,BR,small_airport,-32.229154,-53.055544
SSAF,,Aeroclube de Foz do Iguaçu Airport,Santa Terezinha de Itaipu,BR,small_airport,-25.36971,-54.470508
SSAG,,Fazenda Lobo Airport,Água Clara,BR,small_airport,-19.711728,-52.726921
SSAH,,Fazenda Sorriso Airport,São Félix do Araguaia,BR,small_airport,-11.527549,-51.223622
SSAI,,Fazenda Panamá Airport,Iaciara,BR,small_airport,-14.10529,-46.797615
SSAK,CZB,Carlos Ruhl Airport,Cruz Alta,BR,small_airport,-28.657934,-53.610095
SSAN,,Andirá Airport,Andirá,BR,small_airport,-23.027335,-50.2271
SSAO,,Fazenda Olhos D'Água Airport,Baixa Grande,BR,small_airport,-12.009456,-40.274425
SSAP,APU,Captain João Busse Airport,Apucarana,BR,small_airport,-23.609099,-51.384301
SSAQ,,Aeroclube Airport,Passo Fundo,BR,small_airport,-28.250601,-52.516701
SSAR,,Fazenda Jacaré Airport,Campo Grande,BR,small_airport,-21.503056,-53.967499
SSAU,,Centeno Airport,Tapes,BR,small_airport,-30.745976,-51.430526
SSAV,,Fazenda Amonguijá Airport,Porto Murtinho,BR,small_airport,-21.689941,-57.475126
SSAY,,Sítio Pouso do Aviador Airport,Campo Grande,BR,small_airport,-20.48616,-54.48339
SSB2,,Âncora Lodge Airstrip,Gaúcha do Norte,BR,small_airport,-13.210521,-52.959612
SSB3,,Fazenda São Sebastião do Iriri Airport,Altamira,BR,small_airport,-6.0252,-53.72525
SSB6,,Fazenda Orion Airstrip,Cáceres,BR,small_airport,-17.094247,-58.250903
SSB7,,Fazenda Santa Paula Airport,Jaborandi,BR,small_airport,-14.18362,-45.844891
SSB8,,Fazenda Buriti Airport,São Félix do Xingu,BR,small_airport,-6.691142,-51.945554
SSB9,,Fazenda Brasília Airport,Jussara,BR,small_airport,-15.339419,-51.495853
SSBC,,Fazenda Barra do Tietê Airport,Castilho,BR,small_airport,-20.72611,-51.588612
SSBF,,Fazenda JL Airport,Aparecida do Taboado,BR,small_airport,-20.002079,-51.38345
SSBG,BGV,Aeroclube de Bento Gonçalves Airport,Bento Gonçalves,BR,small_airport,-29.147424,-51.540791
SSBI,,Condomínio Irmãos Gatto Airport,Barreiras,BR,small_airport,-11.85146,-46.302258
SSBK,,Fazenda Araruna Airport,Sonora,BR,small_airport,-17.583754,-54.641158
SSBL,BNU,Blumenau Airport,Blumenau,BR,small_airport,-26.831661,-49.093569
SSBN,,Belém Novo Airport,Porto Alegre,BR,small_airport,-30.188978,-51.182148
SSBQ,,Marfrig Bataguassu MS Airport,Bataguassu,BR,small_airport,-21.744471,-52.4805
SSBR,,Bandeirantes Airport,Bandeirantes,BR,small_airport,-23.072799682617188,-50.423099517822266
SSBT,,Fazenda Santa Ilídia Airport,Bataiporã,BR,small_airport,-22.323932,-53.095477
SSBU,,Fazenda Baguassu Airport,Porto Murtinho,BR,small_airport,-21.45465,-57.146527
SSBV,,Bela Vista Airport,Bela Vista,BR,small_airport,-22.0816,-56.538601
SSBW,,Fazenda Boa Sorte Airport,Sidrolândia,BR,small_airport,-20.914864,-55.016881
SSBX,,Fazenda Lageado Airport,Coxim,BR,small_airport,-18.445355,-54.796101
SSBY,,Orlando Chesini Ometto Airport,Miranda,BR,small_airport,-20.099501,-56.7939
SSC2,,Aeroleves Airstrip,Cantá,BR,small_airport,2.762467,-60.58895
SSC3,,Fazenda Santa Maria Airport,Itaituba,BR,small_airport,-7.146892,-56.724153
SSC7,,Fazenda Maria II Airport,Jaborandi,BR,small_airport,-14.407778,-45.702778
SSC8,,Fazenda Dona Francisca Airport,Paranatinga,BR,small_airport,-14.349113,-54.206003
SSC9,,Fazenda Tara Airport,São Desidério,BR,small_airport,-12.843055,-45.941828
SSCA,,Fazenda Pantanal Airport,Chapadão do Sul,BR,small_airport,-18.73438,-52.604213
SSCB,,Fazenda Santa Maria Airport,Mundo Novo,BR,small_airport,-13.769686,-49.934503
SSCD,,Chapadão do Sul Airport,Chapadão do Sul,BR,small_airport,-18.839125,-52.488116
SSCE,,Aeroclube de Bagé,Bagé,BR,small_airport,-31.327778,-54.134724
SSCF,,Max Fontoura Airport,Campo Largo,BR,small_airport,-25.426398,-49.524194
SSCH,,Fazenda Cachoeirão Airport,Nova Andradina,BR,small_airport,-21.598487,-53.226976
SSCI,,Coxim Airport,Coxim,BR,small_airport,-18.477699,-54.714699
SSCJ,,Fazenda Celeiro Airport,Rio Brilhante,BR,small_airport,-21.545365,-54.661987
SSCK,CCI,Olavo Cecco Rigon Airport,Concórdia,BR,small_airport,-27.180511,-52.051755
SSCL,CSS,Cassilândia Airport,Cassilândia,BR,small_airport,-19.146861,-51.676941
SSCM,,Fazenda Caçadinha Airport,Rio Brilhante,BR,small_airport,-21.61412,-54.79561
SSCN,CEL,Canela Airport,Canela,BR,small_airport,-29.370091,-50.831729
SSCO,,Comandante Marilda Zaiden de Mesquita Airport,Capão do Leão,BR,small_airport,-31.775068,-52.451879
SSCP,CKO,Cornélio Procópio Airport,Cornélio Procópio,BR,small_airport,-23.152711,-50.602868
SSCQ,,Salcã Airport,Cacequi,BR,small_airport,-29.900249,-54.929386
SSCR,,Balduino Helmuth Jope Airport,Marechal Cândido Rondon,BR,small_airport,-24.512699,-54.054699
SSCT,GGH,Engenheiro Gastão de Mesquita Filho Airport,Cianorte,BR,small_airport,-23.69157,-52.642091
SSCU,,Fazenda Santa Marina Airport,Santa Maria Das Barreiras,BR,small_airport,-8.86894,-50.481324
SSCW,,Fazenda Santa Glória Airport,Corumbá,BR,small_airport,-18.039722,-56.005554
SSCX,,Fazenda Coxilha Airport,Passo Fundo,BR,small_airport,-28.095087,-52.335746
SSDG,,Fazenda Nazaré Airport,Santa Filomena,BR,small_airport,-9.335862,-45.57298
SSDI,,Fazenda Bacatuba Airport,Buriti Bravo,BR,small_airport,-5.659765,-43.705702
SSDK,,São Pedro,,BR,small_airport,-20.075955,-44.727917
SSDL,,Fazenda Ribeirão Airport,Ribeirão Gonçalves,BR,small_airport,-8.008883,-45.333596
SSDO,,São Pedro Airport,Porto Seguro,BR,small_airport,-16.753778,-39.316389
SSDP,,Fazenda Fortaleza do Guaporé Airport,Vila Bela da Santíssima Trindade,BR,small_airport,-14.463956,-60.174884
SSDQ,,Fazenda Marema Airport,Miranda,BR,small_airport,-20.180732,-56.634712
SSDT,,Fazenda Pau d'Arco Airport,Redenção,BR,small_airport,-7.941807,-50.180906
SSDV,,Fazenda Santa Maria Airport,Corumbá,BR,small_airport,-18.209771,-55.465482
SSDW,,Fazenda Potrich Airport,Sorriso,BR,small_airport,-12.915799,-55.535563
SSDX,,Fazenda da Coxilha Airport,Camaquã,BR,small_airport,-31.013962,-51.708516
SSEB,,Mata Serena Airport,São Domingos,BR,small_airport,-13.772931,-46.772192
SSED,,Fazenda Escalada Airport,Pedro Gomes,BR,small_airport,-17.96497,-54.430442
SSEE,,Vale do Taquari Regional Airport,Estrela,BR,small_airport,-29.453107,-51.934072
SSEF,,Fazenda Passaredo Airport,Cajuru,BR,small_airport,-21.320047,-47.231553
SSEH,,Fazenda Pantera Airport,Alto Taquari,BR,small_airport,-17.953015,-53.246868
SSEK,,Fazenda Lontra Airport,Ribas do Rio Pardo,BR,small_airport,-20.01777,-53.254715
SSEO,,Fazenda Mimoso Airport,Ribas do Rio Pardo,BR,small_airport,-20.730548,-53.562494
SSEP,,São Sepé Airport,São Sepé,BR,small_airport,-30.182199,-53.579399
SSEQ,,Fazenda Aldebaran Airport,Angélica,BR,small_airport,-21.92332,-53.940833
SSER,ERM,Erechim Airport,Erechim,BR,small_airport,-27.663614,-52.271489
SSEU,,Tabocal Airport,Itaituba,BR,small_airport,-7.281926,-56.582297
SSEV,,São Camilo Airport,Corumbá,BR,small_airport,-18.089084,-57.130864
SSEW,,Sítio Limoeiro Airport,Pardinho,BR,small_airport,-23.145561,-48.309794
SSEX,,Estância Caiman Airport,Miranda,BR,small_airport,-19.968191,-56.311269
SSEZ,,Espumoso Airport,Espumoso,BR,small_airport,-28.738719,-52.857248
SSFA,,Foz do Areia Airport,Pinhão,BR,small_airport,-25.981501,-51.640701
SSFB,FBE,Paulo Abdala Airport,Francisco Beltrão,BR,small_airport,-26.05938,-53.063827
SSFC,,Safra Airport,Dom Pedrito,BR,small_airport,-31.0225,-54.621667
SSFD,,Fazenda Acarajá Airport,Amambaí,BR,small_airport,-23.002675,-54.700604
SSFE,,Estância Hércules Airport,Foz do Iguaçu,BR,small_airport,-25.460699,-54.598468
SSFG,,Fazenda Guanabara Airport,Paranapoema,BR,small_airport,-22.661462,-52.142143
SSFH,,Vale dos Dinassauros Airport,Uberaba,BR,small_airport,-19.785486,-47.811638
SSFJ,,Fazenda Retiro da Cachoeira Airport,Campo Grande,BR,small_airport,-20.810952,-54.618119
SSFK,,Forte Coimbra Airport,Corumbá,BR,small_airport,-19.906111,-57.779889
SSFL,,João Pereira dos Santos Filho Airport,Fronteiras,BR,small_airport,-7.100147,-40.628379
SSFO,,Fazenda Novo Horizonte Airport,Miranda,BR,small_airport,-20.039722442626953,-56.32027816772461
SSFR,,Fronteira Airport,Fronteira,BR,small_airport,-20.278662,-49.187636
SSFS,,Fazenda Sapezal Airport,Sapezal,BR,small_airport,-13.332545,-58.782143
SSFX,,Fazenda Primavera Airport,Nova Fátima,BR,small_airport,-23.45713,-50.580087
SSGA,,Garibaldi Airport,Garibaldi,BR,small_airport,-29.269047,-51.531674
SSGB,,Guaratuba Airport,Guaratuba,BR,small_airport,-25.881559,-48.611759
SSGE,,Fazenda Periquitos Airport,Três Lagoas,BR,small_airport,-20.501698,-51.833131
SSGF,,Fazenda Formosa Airport,Ribas do Rio Pardo,BR,small_airport,-20.198188,-53.223825
SSGH,,Fazenda Capão Verde Airport,Aquidauana,BR,small_airport,-20.073735,-56.073249
SSGJ,,Fazenda Poleiro Grande Airport,Corumbá,BR,small_airport,-17.250266,-56.272494
SSGL,,Fazenda Falcão Airport,Primavera do Leste,BR,small_airport,-15.399444,-54.181111
SSGM,,Fazenda Seriema Airport,Bela Vista,BR,small_airport,-21.693333,-56.5625
SSGN,,Fazenda Guaíba Airport,Iguatemi,BR,small_airport,-23.236148,-54.540208
SSGO,,Rosada Airport,São Gabriel d`Oeste,BR,small_airport,-19.428081,-54.588751
SSGT,,Fazenda Capão Alto Airport,Rio Brilhante,BR,small_airport,-21.69569,-54.81588
SSGU,,Fazenda Gurucaia Airport,Santa Isabel do Ivaí,BR,small_airport,-23.186335,-53.326093
SSGW,,Manoel Ribas Airport,Goioerê,BR,small_airport,-24.220459,-53.044453
SSGX,,Fazenda Rio Negro Airport,Aquidauana,BR,small_airport,-19.569416,-56.245297
SSGY,GGJ,Guaíra Airport,Guaíra,BR,small_airport,-24.0811,-54.1917
SSGZ,,Fazenda Santa Helena do Pindó Airport,Naviraí,BR,small_airport,-22.893908,-53.867508
SSHA,,Aeroclube de Aquidauana Airport,Aquidauana,BR,small_airport,-20.480833053588867,-55.76944351196289
SSHD,,Fazenda Bipandora II Airport,Itaporã,BR,small_airport,-22.001521,-54.904273
SSHE,,Fazenda Nova Guaporé,Comodoro,BR,small_airport,-13.90646,-60.322462
SSHG,,Fazenda Tereré Airport,Antônio João,BR,small_airport,-22.357945,-55.763847
SSHK,,Fazenda Jaguarandy Airport,Ponta Porã,BR,small_airport,-22.5897216796875,-55.56944274902344
SSHL,,Fazenda Jussara Airport,Jussara,BR,small_airport,-23.575000762939453,-52.40833282470703
SSHN,,Recanto das Águias Airport,Iguaraçu,BR,small_airport,-23.2450008392334,-51.87555694580078
SSHT,,Ingazeira Airport,Alta Floresta,BR,small_airport,-10.1304620248,-56.7186355591
SSHU,,Fazenda Centenário Airport,Aquidauana,BR,small_airport,-19.45805549621582,-56.0452766418457
SSHV,,Fazenda Genipapo Airport,Várzea da Palma,BR,small_airport,-17.724468,-44.61594
SSHX,,Aeródromo de Fazenda Jatobá,Paranhos,BR,small_airport,-23.922994,-55.300022
SSHZ,HRZ,Walter Bündchen Airport,Horizontina,BR,small_airport,-27.6383,-54.3391
SSIA,,Fazenda Ipê Airport,Baixa Grande do Ribeiro,BR,small_airport,-8.427943,-45.310246
SSIC,,APLIC Aviação Agrícola Ltda Airport,Dourados,BR,small_airport,-22.306667,-54.824444
SSIE,,Teruel Ipanema Estância Airport,Campo Grande,BR,small_airport,-20.604145,-54.59553
SSIF,,Fazenda Baunilha Airport,Itaquiraí,BR,small_airport,-23.562109,-54.030358
SSIH,,Fazenda Fortaleza Airport,Brasilândia,BR,small_airport,-20.946947,-52.721681
SSIJ,IJU,João Batista Bos Filho Airport,Ijuí,BR,small_airport,-28.368711,-53.846568
SSIP,,Fazenda Santa Otília Airport,Porto Murtinho,BR,small_airport,-21.186742,-57.043427
SSIQ,ITQ,Itaqui Airport,Itaqui,BR,small_airport,-29.171981,-56.538343
SSIR,,Ibirubá Airport,Ibirubá,BR,small_airport,-28.604168,-53.078888
SSIS,,Major José Ignácio Airport,Ibaté,BR,small_airport,-22.047778,-48.097222
SSIU,,Sítio Enel Airport,Pântano Grande,BR,small_airport,-30.137259,-52.365496
SSIW,,Fazenda Damaro Airport,Miranda,BR,small_airport,-19.980153,-56.435725
SSIX,,Fazenda Campo Verde Airport,Taquarussu,BR,small_airport,-22.652796,-53.507444
SSJA,JCB,Santa Terezinha Airport,Joaçaba,BR,small_airport,-27.171514,-51.553327
SSJB,,Salenco Airport,São Gabriel d`Oeste,BR,small_airport,-18.862268,-54.348861
SSJC,,Fazenda do Jacuí Airport,Guaíba,BR,small_airport,-29.983505,-51.301625
SSJG,,Fazenda Santa Ana Airport,Porto Murtinho,BR,small_airport,-21.216388702392578,-57.68138885498047
SSJH,,Fazenda Guarani Airport,Nova Andradina,BR,small_airport,-22.164289,-53.56893
SSJI,,Jardim Airport,Jardim,BR,small_airport,-21.493099,-56.152599
SSJJ,,Fazenda Tupi Airport,Nova Andradina,BR,small_airport,-21.805647,-53.128837
SSJK,,Júlio de Castilho Airport,Júlio De Castilho,BR,small_airport,-29.153099060058594,-53.74330139160156
SSJM,,Fazenda Júlio Martins Airport,Chapadão Do Sul,BR,small_airport,-18.842500686645508,-52.49944305419922
SSJO,,Fazenda Angico Airport,Corumbá,BR,small_airport,-19.376388549804688,-57.45277786254883
SSJP,,Fazenda Junqueira Airport,Colorado,BR,small_airport,-22.895000457763672,-51.929168701171875
SSJQ,,Fazenda Floresta Airport,Ribeirão Cascalheira,BR,small_airport,-12.806725,-51.873778
SSJV,,Fazenda Piratininga Airport,Corumbá,BR,small_airport,-17.938848,-56.480037
SSJW,,Fazenda Jauru Airport,Rio Brilhante,BR,small_airport,-21.782499313354492,-53.8922233581543
SSJX,,São Bento Airport,Corumbá,BR,small_airport,-19.478055953979492,-57.01416778564453
SSJY,,São João Airport,Corumbá,BR,small_airport,-17.707500457763672,-56.217220306396484
SSJZ,,Fazenda Três Unidos Airport,Terra Roxa,BR,small_airport,-24.052209,-54.007129
SSKA,,Fazenda Campinas Airport,Corumbá,BR,small_airport,-18.905555725097656,-56.35972213745117
SSKB,,Fazenda Tupanciretan Airport,Aquidauana,BR,small_airport,-19.474443435668945,-56.377220153808594
SSKC,,Fazenda União Airport,Inocência,BR,small_airport,-19.292785,-52.05937
SSKE,,Campo Primavera,Santa Mônica,BR,small_airport,-23.12116,-53.078492
SSKF,,Porto Bonito Airport,Itaquiraí,BR,small_airport,-23.344521,-53.872329
SSKG,,Estância Santa Maria Airport,Campo Grande,BR,small_airport,-20.505300521850586,-54.5255012512207
SSKH,,Fazenda Karl Hermann Isenberg Airport,Aral Moreira,BR,small_airport,-22.911666870117188,-55.53889083862305
SSKI,,Fazenda Santa Helena Airport,Cornélio Procópio,BR,small_airport,-23.340699,-50.585196
SSKK,,Capão da Canoa Airport,Capão Da Canoa,BR,small_airport,-29.763611,-50.036945
SSKM,CBW,Campo Mourão Airport,Campo Mourão,BR,small_airport,-24.009199,-52.3568
SSKP,,Copacel Airport,Palotina,BR,small_airport,-24.308889389038086,-53.842220306396484
SSKQ,,Fazenda Santa Rosa Airport,Nova Crixás,BR,small_airport,-14.541111,-50.461944
SSKR,,Fazenda Primavera Airport,Paraúna,BR,small_airport,-17.17,-50.82
SSKS,QDB,Cachoeira do Sul Airport,Cachoeira Do Sul,BR,small_airport,-30.00189971923828,-52.940799713134766
SSKT,,Aeroclube de Santa Catarina Airport,São José,BR,small_airport,-27.611668,-48.672779
SSKU,,Curitibanos Airport,Curitibanos,BR,small_airport,-27.286827,-50.604832
SSKW,OAL,Cacoal Airport,Cacoal,BR,small_airport,-11.496,-61.4508
SSKX,,Fazenda São Luíz do Matão Airport,Carneirinho,BR,small_airport,-19.869993,-50.652886
SSKY,,Fazenda Querência Airport,Tangará Da Serra,BR,small_airport,-14.4736111111,-58.3552777778
SSKZ,,Carazinho Airport,Carazinho,BR,small_airport,-28.3225002289,-52.8162002563
SSLB,,Fazenda São Paulino Airport,Corumbá,BR,small_airport,-19.025278091430664,-55.926109313964844
SSLD,,Fazenda Lourdes Airport,Corumbá,BR,small_airport,-18.643888473510742,-56.75944519042969
SSLG,,São Luís Gonzaga Airport,São Luís Gonzaga,BR,small_airport,-28.376388549804688,-55.037498474121094
SSLL,,Fazenda Itaguassu Airport,Antônio João,BR,small_airport,-22.249873,-55.926764
SSLM,,Estância Acrobata Airport,Leopoldo de Bulhões,BR,small_airport,-16.548655,-48.941534
SSLN,LOI,Helmuth Baungarten Airport,Lontras,BR,small_airport,-27.159999847399998,-49.5424995422
SSLO,,Loanda Airport,Loanda,BR,small_airport,-22.917101,-53.148998
SSLP,,Fazenda Lucero Porã Airport,Porto Murtinho,BR,small_airport,-21.91083335876465,-57.64666748046875
SSLQ,,Fazenda Campanário Airport,Laguna Carapã,BR,small_airport,-22.783302,-55.072604
SSLR,,Ocorema Airport,Ladário,BR,small_airport,-19.104999542236328,-57.59333419799805
SSLT,ALQ,Alegrete Novo Airport,Alegrete,BR,small_airport,-29.811595,-55.894707
SSLU,,Fazenda Aurora Airport,Jardim,BR,small_airport,-21.523332,-56.611667
SSLX,,Fazenda Brasília do Sul Airport,Juti,BR,small_airport,-22.701258,-54.608345
SSMB,,Fazenda Oriente Airport,Valença,BR,small_airport,-22.282949,-43.628157
SSMC,,Fazenda São Miguel da Catequese Airport,Nova Andradina,BR,small_airport,-22.087778091430664,-53.52000045776367
SSME,,Fazenda Ipiranga Airport,Anastácio,BR,small_airport,-20.976584,-55.565663
SSMH,,Fazenda Santa Maria Airport,Capão Do Leão,BR,small_airport,-31.929443359375,-52.4636116027832
SSMJ,,Maracaju Airport,Maracaju,BR,small_airport,-21.633888,-55.144906
SSMK,,El Dorado Airport,Eldorado Do Sul,BR,small_airport,-30.073333740234375,-51.40972137451172
SSMO,,Fazenda Luma Airport,Paraíso das Águas,BR,small_airport,-19.344942,-52.730275
SSMP,,Fazenda Três Minas Airport,Itambé,BR,small_airport,-23.673252,-52.01039
SSMR,,Manoel Ribas Airport,Manoel Ribas,BR,small_airport,-24.5296,-51.651714
SSMT,,Mostardas Airport,Mostardas,BR,small_airport,-31.103599548339844,-50.910301208496094
SSMV,,Fazenda Boa Vista Airport,Pirassununga,BR,small_airport,-22.0425,-47.56
SSMW,,ICA (Ilha Clube Aerodesportivo) / Ultraleves Airport,Peruibe,BR,small_airport,-24.315277,-47.013889
SSMX,,Fazenda Planalto Airport,Nova Resende,BR,small_airport,-21.142698,-46.483921
SSMY,,São Miguel do Iguaçu Airport,São Miguel do Iguaçu,BR,small_airport,-25.398889,-54.234722
SSMZ,,Fazenda São Mateus Airport,Comodoro,BR,small_airport,-13.917222,-59.983333
SSNA,,Estância Miranda Airport,Miranda,BR,small_airport,-19.896503,-56.427346
SSNB,,Naviraí Airport,Naviraí,BR,small_airport,-23.0348,-54.180199
SSND,,Santa Maria Airport,São Félix Do Araguaia,BR,small_airport,-11.16,-52.82
SSNF,,Fazenda Naisa Airport,Colômbia,BR,small_airport,-20.329721450805664,-48.810001373291016
SSNG,QGF,Montenegro Airport,Montenegro,BR,small_airport,-29.71940040588379,-51.48939895629883
SSNH,QHV,Novo Hamburgo Airport,Novo Hamburgo,BR,small_airport,-29.69610023498535,-51.08169937133789
SSNI,,Fazenda Novo Rumo Airport,Naviraí,BR,small_airport,-22.98527717590332,-53.87694549560547
SSNJ,,Fazenda Primavera Airport,Aquidauana,BR,small_airport,-19.5075,-55.90528
SSNK,,Sementes Petrovina Airport,Pedra Preta,BR,small_airport,-16.848464,-54.064558
SSNM,,Guarantã Airport,Guarantã do Norte,BR,small_airport,-9.962281,-54.884974
SSNP,,Nova Prata Airport,Nova Prata,BR,small_airport,-28.802499771118164,-51.60419845581055
SSNQ,,Nioaque Airport,Nioaque,BR,small_airport,-21.184723,-55.830276
SSNR,,Fazenda Novo Horizonte Airport,Coxim,BR,small_airport,-18.31861114501953,-54.93555450439453
SSNS,,Fazenda Pajuçara Airport,Correntina,BR,small_airport,-13.183082,-45.104738
SSNU,,Santa Isabel Airport,Brotas,BR,small_airport,-22.240833282470703,-48.025001525878906
SSNV,,Fazenda Novo Hamburgo Airport,Corumbá,BR,small_airport,-19.233055114746094,-57.029720306396484
SSNW,,Aeródromo Fazenda Milano,Barreiras,BR,small_airport,-12.302778,-45.513889
SSNY,,Fazenda Florida Airport,Cáceres,BR,small_airport,-17.183611,-58.216667
SSOD,,Fazenda Pouso Alegre Airport,Miranda,BR,small_airport,-20.247777938842773,-56.415279388427734
SSOE,SQX,São Miguel do Oeste Hélio Wasum Airport,São Miguel do Oeste,BR,small_airport,-26.781601,-53.503502
SSOG,APX,Arapongas Airport,Arapongas,BR,small_airport,-23.352636,-51.491967
SSOI,,Pederneiras Airport,Pederneiras,BR,small_airport,-22.307222366333008,-48.771942138671875
